   , 0
 ACCOUNTST  , 2.83321334405622
 ACCOUTRED  , 2.83321334405622
 ACCOUTREMENT  , 2.83321334405622
 ACCOUTREMENTS  , 2.14006616349627
 ACCURSED  , 2.83321334405622
 ACCURST  , 2.14006616349627
 ACCUSATION  , 1.73460105538811
 ACCUSATIVE  , 2.83321334405622
 ACCUSATIVO  , 2.83321334405622
 ACCUSE  , 0.887303195000903
 ACCUSED  , 1.22377543162212
 ACCUSER  , 2.83321334405622
 ACCUSERS  , 2.83321334405622
 ACCUSES  , 2.83321334405622
 ACCUSING  , 2.83321334405622
 ACCUSTOMD  , 2.83321334405622
 ACCUSTOMED  , 2.83321334405622
 ACE  , 2.14006616349627
 ACHE  , 1.22377543162212
 ACHERON  , 2.83321334405622
 ACHES  , 2.83321334405622
 ACHIEVE  , 2.14006616349627
 ACHIEVED  , 1.44691898293633
 ACHIEVEMENT  , 2.83321334405622
 ACHIEVEMENTS  , 2.83321334405622
 ACHIEVER  , 2.83321334405622
 ACHIEVES  , 2.83321334405622
 ACHILLES  , 2.14006616349627
 ACHING  , 2.83321334405622
 ACKNOWLEDGE  , 0.887303195000903
 ACKNOWLEDGED  , 2.83321334405622
 ACOMING  , 2.83321334405622
 ACORDO  , 2.83321334405622
 ACORN  , 1.73460105538811
 ACORNCUPS  , 2.83321334405622
 ACQUAINT  , 1.22377543162212
 ACQUAINTANCE  , 0.348306694268216
 ACQUAINTED  , 0.348306694268216
 ACQUAINTS  , 2.83321334405622
 ACQUIRED  , 2.14006616349627
 ACQUISITION  , 2.83321334405622
 ACQUIT  , 1.73460105538811
 ACQUITTANCE  , 2.83321334405622
 ACQUITTANCES  , 2.83321334405622
 ACQUITTED  , 2.83321334405622
 ACRE  , 2.14006616349627
 ACRES  , 2.14006616349627
 ACROSS  , 1.44691898293633
 ACT  , 0
 ACTAEON  , 2.83321334405622
 ACTED  , 2.14006616349627
 ACTING  , 2.14006616349627
 ACTION  , 0.125163142954006
 ACTIONS  , 0.75377180237638
 ACTIVE  , 2.14006616349627
 ACTIVITY  , 2.83321334405622
 ACTOR  , 1.44691898293633
 ACTORS  , 1.44691898293633
 ACTS  , 1.04145387482816
 ACUTE  , 2.83321334405622
 ACUTELY  , 2.83321334405622
 AD  , 2.14006616349627
 ADAM  , 1.22377543162212
 ADAMANT  , 2.14006616349627
 ADAMS  , 2.83321334405622
 ADD  , 0.435318071257845
 ADDED  , 1.04145387482816
 ADDER  , 1.73460105538811
 ADDERS  , 1.73460105538811
 ADDICTED  , 2.83321334405622
 ADDING  , 2.83321334405622
 ADDITION  , 1.44691898293633
 ADDITIONS  , 1.73460105538811
 ADDLE  , 2.83321334405622
 ADDRESS  , 1.04145387482816
 ADDRESSD  , 1.22377543162212
 ADDREST  , 2.83321334405622
 ADDS  , 1.73460105538811
 ADHERE  , 2.83321334405622
 ADHERES  , 2.14006616349627
 ADIEU  , 0.125163142954006
 ADIEUS  , 2.83321334405622
 ADJOINING  , 2.83321334405622
 ADJOURND  , 2.83321334405622
 ADJUDGED  , 2.14006616349627
 ADJUNCT  , 2.83321334405622
 ADMIRABLE  , 0.887303195000903
 ADMIRATION  , 1.44691898293633
 ADMIRE  , 1.44691898293633
 ADMIRED  , 1.04145387482816
 ADMIRING  , 2.14006616349627
 ADMIRINGLY  , 2.83321334405622
 ADMIT  , 1.04145387482816
 ADMITS  , 2.14006616349627
 ADMITTANCE  , 1.73460105538811
 ADMITTED  , 1.73460105538811
 ADMONISHMENT  , 2.83321334405622
 ADMONITION  , 2.83321334405622
 ADO  , 0.887303195000903
 ADONIS  , 2.83321334405622
 ADOPTED  , 2.83321334405622
 ADOPTEDLY  , 2.83321334405622
 ADOPTION  , 1.73460105538811
 ADOPTIOUS  , 2.83321334405622
 ADORATION  , 2.83321334405622
 ADORATIONS  , 2.83321334405622
 ADORE  , 1.04145387482816
 ADORED  , 1.73460105538811
 ADORER  , 2.83321334405622
 ADORES  , 2.83321334405622
 ADORND  , 2.83321334405622
 ADORNMENT  , 2.83321334405622
 ADORNS  , 2.83321334405622
 ADOWNA  , 2.83321334405622
 ADRAMADIO  , 2.83321334405622
 ADRIAN  , 2.83321334405622
 ADRIANA  , 2.83321334405622
 ADRIANO  , 2.83321334405622
 ADRIATIC  , 2.83321334405622
 ADULTERATE  , 2.83321334405622
 ADULTERESS  , 2.83321334405622
 ADULTERIES  , 2.83321334405622
 ADULTEROUS  , 2.83321334405622
 ADULTERY  , 1.73460105538811
 ADVANCE  , 1.04145387482816
 ADVANCED  , 1.22377543162212
 ADVANCEMENT  , 2.14006616349627
 ADVANCING  , 1.22377543162212
 ADVANTAGE  , 0.435318071257845
 ADVANTAGED  , 2.83321334405622
 ADVANTAGEOUS  , 2.14006616349627
 ADVANTAGES  , 2.83321334405622
 ADVENTURE  , 1.04145387482816
 ADVENTURED  , 2.83321334405622
 ADVENTURES  , 2.14006616349627
 ADVENTURING  , 2.83321334405622
 ADVENTUROUS  , 2.83321334405622
 ADVERSARIES  , 2.14006616349627
 ADVERSARY  , 2.14006616349627
 ADVERSARYS  , 2.83321334405622
 ADVERSE  , 1.22377543162212
 ADVERSITY  , 1.44691898293633
 ADVERTISE  , 2.83321334405622
 ADVERTISED  , 2.83321334405622
 ADVERTISEMENT  , 2.14006616349627
 ADVERTISING  , 2.83321334405622
 ADVICE  , 0.53062825106217
 ADVISE  , 0.635988766719997
 ADVISED  , 0.635988766719997
 ADVISEDLY  , 2.83321334405622
 ADVISES  , 2.83321334405622
 ADVISINGS  , 2.83321334405622
 ADVOCATE  , 1.44691898293633
 ADVOCATES  , 2.83321334405622
 AEACIDES  , 2.83321334405622
 AEGEON  , 2.83321334405622
 AEGLE  , 2.83321334405622
 AEMELIA  , 2.83321334405622
 AEMILIA  , 2.83321334405622
 AENEAS  , 1.73460105538811
 AENEASTAKE  , 2.83321334405622
 AER  , 2.83321334405622
 AESCULAPIUS  , 2.14006616349627
 AESON  , 2.83321334405622
 AFAR  , 1.44691898293633
 AFEARD  , 0.53062825106217
 AFEARDTHY  , 2.83321334405622
 AFEARED  , 2.83321334405622
 AFEASTING  , 2.83321334405622
 AFFABILITY  , 2.83321334405622
 AFFABLE  , 2.83321334405622
 AFFAIR  , 1.22377543162212
 AFFAIRE  , 2.83321334405622
 AFFAIRS  , 0.435318071257845
 AFFECT  , 0.75377180237638
 AFFECTATION  , 2.83321334405622
 AFFECTATIONS  , 2.83321334405622
 AFFECTED  , 1.04145387482816
 AFFECTING  , 2.83321334405622
 AFFECTION  , 0.0606246218164348
 AFFECTIONATELY  , 2.83321334405622
 AFFECTIONED  , 2.83321334405622
 AFFECTIONS  , 0.348306694268216
 AFFECTS  , 1.73460105538811
 AFFECTST  , 2.83321334405622
 AFFIANCE  , 2.83321334405622
 AFFIANCED  , 2.83321334405622
 AFFIED  , 2.83321334405622
 AFFINED  , 2.83321334405622
 AFFIRM  , 2.83321334405622
 AFFIRMATIONHIS  , 2.83321334405622
 AFFIRMATIVES  , 2.83321334405622
 AFFLICT  , 1.44691898293633
 AFFLICTED  , 1.73460105538811
 AFFLICTION  , 1.22377543162212
 AFFLICTIONS  , 2.14006616349627
 AFFORD  , 1.44691898293633
 AFFORDS  , 2.14006616349627
 AFFRIGHT  , 2.14006616349627
 AFFRIGHTED  , 2.83321334405622
 AFFRONT  , 2.14006616349627
 AFFRONTED  , 2.83321334405622
 AFIELD  , 2.83321334405622
 AFIRE  , 2.83321334405622
 AFOOT  , 1.44691898293633
 AFORE  , 1.73460105538811
 AFOREHAND  , 2.83321334405622
 AFORESAID  , 1.73460105538811
 AFORET  , 2.83321334405622
 AFRAID  , 0.75377180237638
 AFRESH  , 2.83321334405622
 AFRIC  , 1.73460105538811
 AFRICAN  , 2.83321334405622
 AFTER  , 0
 AFTERDEBTS  , 2.83321334405622
 AFTERDINNERS  , 2.14006616349627
 AFTEREYE  , 2.83321334405622
 AFTERLOVE  , 2.83321334405622
 AFTERNOON  , 0.887303195000903
 AFTERNOURISHMENT  , 2.83321334405622
 AFTERSUPPER  , 2.83321334405622
 AFTERWARD  , 0.887303195000903
 AFTERWARDS  , 1.22377543162212
 AGAIN  , 0
 AGAINST  , 0
 AGAINSTI  , 2.83321334405622
 AGAMEMNON  , 2.83321334405622
 AGAMEMNONS  , 2.83321334405622
 AGATE  , 2.14006616349627
 AGE  , 0
 AGED  , 0.75377180237638
 AGENOR  , 2.83321334405622
 AGENT  , 1.04145387482816
 AGES  , 1.44691898293633
 AGGRAVATE  , 2.14006616349627
 AGITATION  , 2.83321334405622
 AGLETBABY  , 2.83321334405622
 AGO  , 1.04145387482816
 AGONE  , 2.14006616349627
 AGONY  , 2.14006616349627
 AGOOD  , 2.83321334405622
 AGREE  , 1.22377543162212
 AGREED  , 1.04145387482816
 AGREEING  , 2.83321334405622
 AGREEMENT  , 2.83321334405622
 AGREES  , 1.73460105538811
 AGROUND  , 2.83321334405622
 AGUE  , 1.73460105538811
 AGUECHEEK  , 2.83321334405622
 AGUEFACE  , 2.83321334405622
 AH  , 0.348306694268216
 AHOLD  , 2.83321334405622
 AHOOTING  , 2.83321334405622
 AHUNGRY  , 2.14006616349627
 AID  , 0.635988766719997
 AIDED  , 2.83321334405622
 AIDING  , 2.83321334405622
 AIL  , 2.83321334405622
 AILEST  , 2.83321334405622
 AIM  , 0.53062825106217
 AIMD  , 2.14006616349627
 AIMED  , 2.83321334405622
 AIMING  , 2.83321334405622
 AIMS  , 1.73460105538811
 AIR  , 0.0606246218164348
 AIRED  , 2.83321334405622
 AIRS  , 1.73460105538811
 AIRTHE  , 2.83321334405622
 AIRY  , 1.44691898293633
 AJAX  , 1.44691898293633
 ALABASTER  , 2.83321334405622
 ALACK  , 0.75377180237638
 ALACRITY  , 2.14006616349627
 ALAND  , 2.83321334405622
 ALARM  , 2.83321334405622
 ALARUM  , 2.14006616349627
 ALARUMS  , 2.14006616349627
 ALAS  , 0.0606246218164348
 ALBEIT  , 0.887303195000903
 ALCE  , 2.83321334405622
 ALCIDES  , 2.14006616349627
 ALE  , 1.22377543162212
 ALEHOUSE  , 1.73460105538811
 ALEHOUSES  , 2.83321334405622
 ALENCON  , 2.83321334405622
 ALENCONS  , 2.83321334405622
 ALEVENPENCE  , 2.83321334405622
 ALEWIFE  , 2.83321334405622
 ALEXANDER  , 1.73460105538811
 ALIAS  , 2.83321334405622
 ALICE  , 2.83321334405622
 ALIEN  , 2.83321334405622
 ALIENA  , 2.83321334405622
 ALIGHTED  , 2.14006616349627
 ALIKE  , 0.75377180237638
 ALISANDER  , 2.83321334405622
 ALISANDERALAS  , 2.83321334405622
 ALIT  , 2.83321334405622
 ALIVE  , 0.348306694268216
 ALL  , 0
 ALLA  , 2.83321334405622
 ALLAMAZED  , 2.83321334405622
 ALLAY  , 1.44691898293633
 ALLAYING  , 2.83321334405622
 ALLAYMENT  , 2.83321334405622
 ALLAYMENTS  , 2.83321334405622
 ALLBUILDING  , 2.83321334405622
 ALLDREADED  , 2.83321334405622
 ALLEGE  , 2.83321334405622
 ALLEGIANCE  , 2.14006616349627
 ALLEY  , 2.83321334405622
 ALLEYS  , 2.83321334405622
 ALLHALLOND  , 2.83321334405622
 ALLHALLOWMAS  , 2.83321334405622
 ALLIANCE  , 1.73460105538811
 ALLICHOLY  , 2.83321334405622
 ALLIED  , 1.44691898293633
 ALLIES  , 2.83321334405622
 ALLIGANT  , 2.83321334405622
 ALLONS  , 2.83321334405622
 ALLOT  , 2.83321334405622
 ALLOTTERY  , 2.83321334405622
 ALLOW  , 1.04145387482816
 ALLOWANCE  , 2.83321334405622
 ALLOWD  , 1.73460105538811
 ALLOWED  , 1.22377543162212
 ALLOWING  , 2.83321334405622
 ALLOWS  , 2.14006616349627
 ALLS  , 0.75377180237638
 ALLTELLING  , 2.83321334405622
 ALLTO  , 2.83321334405622
 ALLURE  , 2.14006616349627
 ALLURED  , 2.83321334405622
 ALLUREMENT  , 2.83321334405622
 ALLURING  , 2.83321334405622
 ALLUSION  , 2.83321334405622
 ALLWE  , 2.83321334405622
 ALLWORTHY  , 2.83321334405622
 ALLYCHOLLY  , 2.83321334405622
 ALMANAC  , 2.14006616349627
 ALMIGHTY  , 2.14006616349627
 ALMOND  , 2.83321334405622
 ALMOST  , 0
 ALMS  , 1.22377543162212
 ALMSBASKET  , 2.83321334405622
 ALOFT  , 1.73460105538811
 ALONE  , 0
 ALONG  , 0.194156014440957
 ALONSO  , 2.83321334405622
 ALOOF  , 1.44691898293633
 ALOUD  , 0.75377180237638
 ALPHABETICAL  , 2.83321334405622
 ALPHONSO  , 2.83321334405622
 ALREADY  , 0.194156014440957
 ALSO  , 0.887303195000903
 ALTAR  , 1.04145387482816
 ALTARS  , 1.73460105538811
 ALTER  , 0.887303195000903
 ALTERATION  , 2.83321334405622
 ALTERD  , 1.22377543162212
 ALTERED  , 2.14006616349627
 ALTERING  , 2.83321334405622
 ALTERS  , 2.83321334405622
 ALTHOUGH  , 0.0606246218164348
 ALTOGETHER  , 0.887303195000903
 ALTOGETHERS  , 2.83321334405622
 ALWAYS  , 0.268263986594679
 AM  , 0
 AMAIMON  , 2.83321334405622
 AMAIN  , 1.44691898293633
 AMAZE  , 1.44691898293633
 AMAZED  , 0.435318071257845
 AMAZEDLY  , 1.73460105538811
 AMAZEDNESS  , 2.14006616349627
 AMAZEMENT  , 1.04145387482816
 AMAZES  , 2.83321334405622
 AMAZON  , 2.83321334405622
 AMAZONS  , 2.83321334405622
 AMBASSADOR  , 1.22377543162212
 AMBASSADORS  , 2.14006616349627
 AMBER  , 1.73460105538811
 AMBERCOLOURD  , 2.83321334405622
 AMBITION  , 1.04145387482816
 AMBITIONS  , 2.83321334405622
 AMBITIOUS  , 1.44691898293633
 AMBLES  , 2.14006616349627
 AMBLING  , 2.83321334405622
 AMBUSH  , 1.73460105538811
 AMEN  , 0.268263986594679
 AMEND  , 1.22377543162212
 AMENDED  , 2.83321334405622
 AMENDING  , 2.83321334405622
 AMENDMENT  , 2.14006616349627
 AMENDS  , 0.75377180237638
 AMERICA  , 2.83321334405622
 AMESACE  , 2.83321334405622
 AMIABLE  , 1.44691898293633
 AMID  , 2.83321334405622
 AMIDST  , 2.83321334405622
 AMIENS  , 2.83321334405622
 AMISS  , 0.635988766719997
 AMITY  , 1.22377543162212
 AMONG  , 0.194156014440957
 AMONGST  , 0.887303195000903
 AMOROUS  , 0.887303195000903
 AMORT  , 2.83321334405622
 AMOUNT  , 2.14006616349627
 AMOUNTS  , 1.73460105538811
 AMPHIMACHUS  , 2.83321334405622
 AMPLE  , 1.22377543162212
 AMPLER  , 2.83321334405622
 AMPLEST  , 2.83321334405622
 AMPLIFY  , 2.83321334405622
 AMPLY  , 2.14006616349627
 AN  , 0
 ANATOMIZE  , 2.83321334405622
 ANATOMIZED  , 2.14006616349627
 ANATOMY  , 2.14006616349627
 ANCESTOR  , 2.83321334405622
 ANCESTORS  , 1.22377543162212
 ANCESTRY  , 2.14006616349627
 ANCHISES  , 2.83321334405622
 ANCHOR  , 1.73460105538811
 ANCHORING  , 2.83321334405622
 ANCHORS  , 1.73460105538811
 ANCIENT  , 0.53062825106217
 ANCIENTRY  , 2.14006616349627
 ANCIENTST  , 2.83321334405622
 AND  , 0
 ANDDO  , 2.83321334405622
 ANDHOW  , 2.83321334405622
 ANDIN  , 2.83321334405622
 ANDIRONS  , 2.83321334405622
 ANDREW  , 2.14006616349627
 ANDROMACHE  , 2.83321334405622
 ANDS  , 2.83321334405622
 ANDWHICH  , 2.83321334405622
 ANDYONDER  , 2.83321334405622
 ANEW  , 2.83321334405622
 ANGEL  , 0.635988766719997
 ANGELLIKE  , 2.14006616349627
 ANGELO  , 2.14006616349627
 ANGELOS  , 2.83321334405622
 ANGELS  , 0.53062825106217
 ANGER  , 0.268263986594679
 ANGERD  , 2.14006616349627
 ANGERLY  , 2.83321334405622
 ANGERS  , 2.83321334405622
 ANGLE  , 1.22377543162212
 ANGLED  , 2.83321334405622
 ANGLING  , 2.14006616349627
 ANGRY  , 0.348306694268216
 ANGUISH  , 2.83321334405622
 ANHEIRES  , 2.83321334405622
 ANIGHT  , 2.83321334405622
 ANIMAL  , 2.14006616349627
 ANIMALS  , 1.73460105538811
 ANN  , 2.83321334405622
 ANNA  , 2.83321334405622
 ANNE  , 1.44691898293633
 ANNES  , 2.83321334405622
 ANNOTHANIZE  , 2.83321334405622
 ANNOY  , 2.83321334405622
 ANNOYANCE  , 2.83321334405622
 ANNOYD  , 2.83321334405622
 ANNUAL  , 1.73460105538811
 ANOINT  , 2.83321334405622
 ANOINTED  , 2.14006616349627
 ANON  , 0.194156014440957
 ANONEVEN  , 2.83321334405622
 ANOTHER  , 0
 ANOTHERS  , 1.04145387482816
 ANOTHERWHO  , 2.83321334405622
 ANSWER  , 0
 ANSWERABLE  , 2.83321334405622
 ANSWERD  , 0.75377180237638
 ANSWERED  , 0.75377180237638
 ANSWERING  , 1.44691898293633
 ANSWERS  , 0.75377180237638
 ANSWERST  , 2.14006616349627
 ANT  , 0.53062825106217
 ANTECHAMBER  , 1.73460105538811
 ANTENOR  , 2.83321334405622
 ANTENORIDES  , 2.83321334405622
 ANTHEM  , 2.83321334405622
 ANTHONY  , 2.83321334405622
 ANTHROPOPHAGINIAN  , 2.83321334405622
 ANTIC  , 2.83321334405622
 ANTICIPATING  , 2.83321334405622
 ANTICLY  , 2.83321334405622
 ANTICS  , 2.83321334405622
 ANTIGONUS  , 2.83321334405622
 ANTIOCH  , 2.83321334405622
 ANTIOCHUS  , 2.83321334405622
 ANTIOCHUSON  , 2.83321334405622
 ANTIOPA  , 2.83321334405622
 ANTIPHOLUS  , 2.83321334405622
 ANTIPHOLUSES  , 2.83321334405622
 ANTIPODES  , 1.73460105538811
 ANTIQUARY  , 2.83321334405622
 ANTIQUE  , 1.22377543162212
 ANTIQUITY  , 1.73460105538811
 ANTIQUIUS  , 2.83321334405622
 ANTONIO  , 0.887303195000903
 ANTONIOO  , 2.83321334405622
 ANTONIOS  , 1.73460105538811
 ANTONY  , 2.83321334405622
 ANY  , 0
 ANYS  , 2.83321334405622
 ANYTHING  , 1.22377543162212
 APACE  , 0.75377180237638
 APART  , 0.75377180237638
 APARTMENT  , 2.14006616349627
 APARTMENTS  , 2.83321334405622
 APE  , 0.635988766719997
 APEBEARER  , 2.83321334405622
 APES  , 1.44691898293633
 APEX  , 2.83321334405622
 APIECE  , 2.14006616349627
 APISH  , 2.83321334405622
 APOLLO  , 1.04145387482816
 APOLLOS  , 1.73460105538811
 APOLOGY  , 2.14006616349627
 APOSTRAPHAS  , 2.83321334405622
 APPALLED  , 2.83321334405622
 APPALS  , 2.83321334405622
 APPAREL  , 0.268263986594679
 APPARELLD  , 1.44691898293633
 APPARENT  , 1.22377543162212
 APPARENTLY  , 2.83321334405622
 APPARITION  , 2.14006616349627
 APPARITIONS  , 2.14006616349627
 APPEACHD  , 2.83321334405622
 APPEAL  , 1.73460105538811
 APPEAR  , 0.0606246218164348
 APPEARANCE  , 2.83321334405622
 APPEARD  , 1.44691898293633
 APPEARED  , 1.73460105538811
 APPEARER  , 2.83321334405622
 APPEARETH  , 2.83321334405622
 APPEARING  , 2.83321334405622
 APPEARS  , 0.194156014440957
 APPEASE  , 2.83321334405622
 APPEASED  , 2.14006616349627
 APPENDIX  , 2.83321334405622
 APPERTAIN  , 2.83321334405622
 APPERTAINING  , 2.14006616349627
 APPERTAINMENTS  , 2.83321334405622
 APPERTINENT  , 2.83321334405622
 APPETITE  , 0.75377180237638
 APPETITES  , 2.83321334405622
 APPLAUD  , 2.14006616349627
 APPLAUSE  , 1.44691898293633
 APPLE  , 1.04145387482816
 APPLES  , 2.83321334405622
 APPLETART  , 2.83321334405622
 APPLIANCE  , 2.14006616349627
 APPLIANCES  , 2.83321334405622
 APPLICATIONS  , 2.83321334405622
 APPLIES  , 2.83321334405622
 APPLY  , 0.53062825106217
 APPOINT  , 1.73460105538811
 APPOINTED  , 0.635988766719997
 APPOINTMENT  , 1.73460105538811
 APPOINTMENTS  , 2.14006616349627
 APPOINTS  , 2.83321334405622
 APPREHEND  , 1.04145387482816
 APPREHENDED  , 1.22377543162212
 APPREHENDS  , 2.83321334405622
 APPREHENSION  , 1.44691898293633
 APPREHENSIONS  , 2.14006616349627
 APPREHENSIVE  , 2.83321334405622
 APPROACH  , 0.435318071257845
 APPROACHD  , 1.73460105538811
 APPROACHED  , 2.83321334405622
 APPROACHES  , 1.73460105538811
 APPROACHETH  , 2.83321334405622
 APPROACHING  , 1.44691898293633
 APPROBATION  , 1.04145387482816
 APPROOF  , 2.14006616349627
 APPROPRIATION  , 2.83321334405622
 APPROVE  , 1.04145387482816
 APPROVED  , 1.04145387482816
 APPROVERS  , 2.83321334405622
 APPROVES  , 2.83321334405622
 APPURTENANCES  , 2.83321334405622
 APRICOCKS  , 2.83321334405622
 APRIL  , 0.887303195000903
 APRILS  , 2.83321334405622
 APRON  , 2.83321334405622
 APT  , 0.75377180237638
 APTER  , 2.83321334405622
 APTLY  , 1.73460105538811
 APTNESS  , 2.83321334405622
 AQUAVITAE  , 1.44691898293633
 AQUILON  , 2.83321334405622
 AQUITAINE  , 2.83321334405622
 ARABIA  , 2.14006616349627
 ARABIAN  , 2.83321334405622
 ARAISE  , 2.83321334405622
 ARBITRATE  , 2.83321334405622
 ARBITRATOR  , 2.83321334405622
 ARBITREMENT  , 2.14006616349627
 ARBOUR  , 2.83321334405622
 ARCH  , 1.73460105538811
 ARCHD  , 2.83321334405622
 ARCHED  , 2.14006616349627
 ARCHER  , 2.14006616349627
 ARCHERY  , 2.83321334405622
 ARCHIDAMUS  , 2.83321334405622
 ARCHVILLAIN  , 2.83321334405622
 ARDEN  , 2.83321334405622
 ARDOUR  , 2.83321334405622
 ARE  , 0
 AREHERE  , 2.83321334405622
 AREO  , 2.83321334405622
 AREPAIRING  , 2.83321334405622
 ARETHESE  , 2.83321334405622
 ARGENTINE  , 2.83321334405622
 ARGIER  , 2.83321334405622
 ARGOSIES  , 2.14006616349627
 ARGOSY  , 2.14006616349627
 ARGUES  , 2.83321334405622
 ARGUING  , 2.83321334405622
 ARGUMENT  , 0.53062825106217
 ARGUMENTS  , 2.14006616349627
 ARGUS  , 1.73460105538811
 ARIACHNES  , 2.83321334405622
 ARIADNE  , 2.14006616349627
 ARIEL  , 2.83321334405622
 ARIELS  , 2.83321334405622
 ARIGHT  , 2.14006616349627
 ARION  , 2.83321334405622
 ARISE  , 1.22377543162212
 ARISTOTLE  , 2.83321334405622
 ARISTOTLES  , 2.83321334405622
 ARITHMETIC  , 2.14006616349627
 ARK  , 2.83321334405622
 ARM  , 0.53062825106217
 ARMADO  , 2.83321334405622
 ARMADOES  , 2.83321334405622
 ARMADOS  , 2.83321334405622
 ARMD  , 0.887303195000903
 ARMEARMECOMMENDS  , 2.83321334405622
 ARMED  , 1.04145387482816
 ARMIES  , 2.83321334405622
 ARMIGERO  , 2.83321334405622
 ARMING  , 2.14006616349627
 ARMIPOTENT  , 2.14006616349627
 ARMOUR  , 1.44691898293633
 ARMOURER  , 2.83321334405622
 ARMOURS  , 2.14006616349627
 ARMS  , 0.268263986594679
 ARMY  , 0.75377180237638
 AROSE  , 2.83321334405622
 AROW  , 2.83321334405622
 ARRAGON  , 2.14006616349627
 ARRAIGN  , 2.14006616349627
 ARRAIGNED  , 2.83321334405622
 ARRANT  , 2.83321334405622
 ARRAS  , 1.44691898293633
 ARRAY  , 1.73460105538811
 ARREARAGES  , 2.83321334405622
 ARREST  , 1.44691898293633
 ARRESTED  , 1.73460105538811
 ARRESTS  , 2.83321334405622
 ARRIVAL  , 1.73460105538811
 ARRIVE  , 2.83321334405622
 ARRIVED  , 0.887303195000903
 ARROGANCE  , 1.73460105538811
 ARROGANT  , 2.83321334405622
 ARROW  , 1.22377543162212
 ARROWS  , 1.44691898293633
 ART  , 0
 ARTERIES  , 2.83321334405622
